id,name,domain,vertical_broad,industry,bucket,reason
3b591893-598d-4367-ac0a-037e0c079696,Petrojobs,,Energía,Oil and Gas,review,No strong subsegment signal
c5914d77-2cf0-4954-a170-4522f4543521,PF Hunters,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
310f45a5-7ced-48ed-9f3a-f568c377ab92,PIEDRA ANGULAR CONSULTORES,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
b39f3d30-3f0e-4ed4-a75d-16271acb79be,TrabajemosMx,,RRHH/Talento,Human Resources,review,No strong subsegment signal
501af150-2703-41b9-9af2-efc91d000b19,Potencializate,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
c5ebfe16-7c8b-4839-9d54-1d562a7a6141,C.E.O - Capacitaciones y Emprendimeintos Organizacionales,ceo-sc.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
ab710ad1-6672-4333-a177-2e858c2c1ff8,ESAR,esar.mx,Sin clasificar,Human Resources Services,review,No strong subsegment signal
6f24f56c-372a-4ece-98d8-76a3fe025d7d,Power Recruitment,,Otros,Information Services,review,No strong subsegment signal
955339a6-5f84-4155-b844-b68b1d2eaed6,Psicología para las Empresas,,RRHH/Talento,Human Resources,review,No strong subsegment signal
b860e152-426d-4f43-83f3-027b3fa79c49,Casa-Talentos,casa-talentos.com,Telecom/Medios,Human Resources Services,review,No strong subsegment signal
b242fac1-cd67-4096-982e-e266284ef9db,Escape 60 Mex,escape60.com.mx,Telecom/Medios,Entertainment Providers,review,No strong subsegment signal
82313c64-d49f-43b6-bbce-a16f3556ae47,Prime Recruitment LATAM,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
f66a78fc-efc5-4758-ae80-c57197921f03,ESC Group - Recruiters for the Latinamerica market,escgroup.com.mx,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
cea940b8-cfec-49b6-8f3f-d8d348e707ab,PRINCIPE INTERNACIONAL,,Servicios profesionales,Operations Consulting,review,No strong subsegment signal
ec9e2ced-1701-4395-a36a-e7a8c6b0e376,IZKO RECURSOS HUMANOS,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
4ff461ae-4c9a-4b30-8c1e-216257cf9a2c,PROESA Consultores en Talento Humano,,RRHH/Talento,Human Resources,review,No strong subsegment signal
c717f905-ad26-4c02-8dac-3efd9aa67cf7,Professional Finders HHRR,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
b73a1ef4-a77d-407e-b691-97ac0d5a3427,ISM,ismacedo.com,Logística y Transporte,truck transportation,transport_terrestre,Ground transport / trucking / delivery
c5a0ad22-2454-412c-8716-e828003e94e1,Professional Management Group MX,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
0852b4c6-2796-4225-a4d4-f8dec61fb70a,ProspectHQ,,Otros,Sports Teams and Clubs,maritime_shipping,Maritime / shipping
8fcdd486-4ecf-4d6f-8295-a81125e8c7db,Protección En Vida,,Finanzas/Seguros,Insurance,review,No strong subsegment signal
ccbcad5b-3cec-4f5c-9fdc-5c07014c78c8,Proyectos Servimac,,RRHH/Talento,Outsourcing and Offshoring Consulting,review,No strong subsegment signal
da8d9ed2-9957-4e8f-baa4-fc5f939bccdc,"Psicología laboral, Rubí Sotres",,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
7bd284ca-696d-4835-b5bd-b3730d8068b6,Sinerglobal,sinerglobal.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
45a8e930-931d-492b-9df4-68bb811b920a,Institute of HR & Recruitment Professionals,ihrrp.com,Sin clasificar,Human Resources Services,review,No strong subsegment signal
b77eea64-1eda-4aa7-a932-9ad650e7f53e,Psicopraxis Mx,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
14bbcf21-6e54-47ef-8536-b55a8f4464d2,Psicrhsaltillo,,RRHH/Talento,Human Resources,review,No strong subsegment signal
45856548-7da1-460c-b1f6-29b435a682e1,Margrey,margrey.com.mx,Automotriz,chemical manufacturing,review,No strong subsegment signal
a19fbc0a-be60-4bd8-b7fe-75f699d514aa,Reclutalento,,RRHH/Talento,Human Resources,review,No strong subsegment signal
f62ae610-dc0e-4879-b2ee-05a05d221bd0,ASFIES Career,asfiescareer.com,Sin clasificar,Financial Services,review,No strong subsegment signal
262e3904-c8df-4b38-94b7-96ebba404ec6,Puente Polonia,,Otros,International Trade and Development,review,No strong subsegment signal
fbecb7cf-72a4-47d0-a3e6-fd96f273f4ef,Puro Talento-RH,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
93c6d45e-15a4-4f19-a408-643979836707,QMG by Spin,,Manufactura/Industrial,Commercial and Industrial Machinery Maintenance,review,No strong subsegment signal
11500007-05bc-496c-847b-8539ec4b7b9f,Quality Loop,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
7b48e413-6685-4238-936e-7d2d3632b6c6,IML PRECISION,imlprecision.com,Energía,motor vehicle manufacturing,review,No strong subsegment signal
c21ef434-ba3b-421f-9fcd-fec9bc08c551,QuestRH,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
874fa562-7736-4711-9456-a484ca167e84,TIMSA,tim-sa.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
03304e59-58ef-4b4d-a05f-bbe8249c980b,R2E TALENT,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f59d8922-a189-40b8-9426-3caeab4ad50e,Tour Industrias,tourindustrias.com,Sin clasificar,"Leisure, Travel & Tourism",review,No strong subsegment signal
3525d049-9061-4a5c-a14e-bdea5654ecd3,RALLY reclutamiento,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f3d5d596-5d74-460c-bf99-48da351067ef,Rapport Consultoria,,Telecom/Medios,Advertising Services,maritime_shipping,Maritime / shipping
16d9b103-c2e1-4ba1-a05d-8cbcd8dbb07f,Reclujal,,RRHH/Talento,Human Resources,review,No strong subsegment signal
00097064-6298-4228-923d-34e57d575ab3,ReclutalentoMxⓇ,,RRHH/Talento,Human Resources,review,No strong subsegment signal
065ee045-ab16-463a-9e07-3b2cb776f1f0,RECLUTAMIENTO APB,,Alimentos y Bebidas,Food and Beverage Services,review,No strong subsegment signal
3db7515a-4270-4c7c-a501-f540b503f8a8,Reclutamiento EJ,,RRHH/Talento,Human Resources,review,No strong subsegment signal
407bdcf8-094f-4dfd-ad79-5897d4ab2fac,ICHI Services,ichiservices.com,Software/TI,IT Services and IT Consulting,review,No strong subsegment signal
2d69e49b-e5cc-4c13-8b32-015dd831903a,Reclutamiento Ocean Riviera Paradise,,Salud y Farma,Hospitality,maritime_shipping,Maritime / shipping
7e68995d-1505-4c1d-88ee-58138bfd57f2,Reclutamiento SANCAM,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f660a685-1f91-452f-8605-1495989ec198,Reclutamiento Secrets Akumal,,Salud y Farma,Hospitality,review,No strong subsegment signal
f682547d-c343-43cd-8b50-fe04e7866ed2,Camaleón Marketing,gpocamaleon.com,Telecom/Medios,Advertising Services,review,No strong subsegment signal
83148692-7f84-400f-9a38-64af5eeea0ef,Reclutamiento Superior de México,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
3eb40545-5bce-49aa-adb1-d07f84d18ec4,Expo Chamba,expochamba.com,RRHH/Talento,Human Resources,review,No strong subsegment signal
cf4535f4-3b9b-4320-9f57-ce7ce47396cf,CIEFSA,ciefsa.com,Energía,oil and gas,review,No strong subsegment signal
db5ba54b-d716-47f6-bac1-73cfd7da976d,Quimica 118,quimica118.com,Química,oil and gas,review,No strong subsegment signal
47080bbc-b600-4991-abc3-ae4fb8ea5501,Rancho San Luis,rsl.com.mx,Agroindustria,food and beverage manufacturing,review,No strong subsegment signal
a9af70bc-ffda-413f-b4c9-9b705fba3fcb,Reclutamiento Taberna,,Alimentos y Bebidas,Food & Beverages,review,No strong subsegment signal
46be1f4e-2dd9-4fbe-9c57-07cdff64fbe9,Sirius Business Consulting,siriusbc.com,Software/TI,it services and it consulting,review,No strong subsegment signal
87bfd9fc-09eb-4bb3-b536-ebe5bbf2dd41,Reclutamiento Creativo,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f3995967-f3a5-4e30-b24c-1d060c11e58d,Global Human Group,globalhumangroup.com.mx,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
7d029562-6459-4116-a2cf-a444d651998d,Potencializadores de Capital Humano,talentopch.com.mx,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
7f436e82-8e35-4fdc-b98c-916cf83d4a04,"Operadora Expresa, SA de CV",expresa.com.mx,Telecom/Medios,Advertising Services,review,No strong subsegment signal
91c087bd-b0bb-458c-8c70-f7d420a0b262,Reclutando.com.mx,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
7d30b243-0e5d-42b3-a41e-fa82e16fda29,AGM Food,agmmexico.com,Manufactura/Industrial,,review,No strong subsegment signal
3ff0fae5-380c-4d02-a86e-186a2280b18a,HR CONNECT.,hrconnect.com.mx,RRHH/Talento,Human Resources,review,No strong subsegment signal
7b92700a-04e9-42fe-8f31-aa83800d5393,TALENT MEDIA,exur.com,Telecom/Medios,Human Resources Services,review,No strong subsegment signal
71306d27-c10e-4c40-a330-c7cf035530fb,"Factor Humano Consultores en Efectividad Organizacional, S.C.",factorhumanomochis.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
5679bb49-30f0-4ad6-a16b-7d99a782cce0,Reclutum Consulting Group,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f6d2c642-50d2-4d8b-bb6e-fda05984ec47,Psicotest MHS,psicotest.mx,RRHH/Talento,Human Resources,review,No strong subsegment signal
f1ddae19-dd1f-4a1d-92f5-5321c3e22a41,RECO SOLUCIONES,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
60cf64f5-1109-4b06-8620-c16763062ee5,Abastecimientos Industriales GH,aigh.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
d789c034-6fe4-4341-accf-154d7ab3e10d,Restaurant Recruiter Network,,Alimentos y Bebidas,Food and Beverage Services,review,No strong subsegment signal
b94bf583-4b83-4de8-91e0-6d0089d911f2,Criogas,criogas.com,Alimentos y Bebidas,chemical manufacturing,review,No strong subsegment signal
90672b16-dae2-45bf-ab0c-c1d6803385df,Rec2Rec,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
55057b2e-a93c-4996-be01-b6288a28146a,Recruity Latam,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
a2529251-d9b4-4da4-aa9a-cd1c890373b5,RecSupport,,RRHH/Talento,Staffing and Recruiting,maritime_shipping,Maritime / shipping
87e9185d-5e5a-4f1a-a456-f7661ebb75db,RRHH INTEGRAL MÉXICO,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
40a2e00c-2cc4-4170-aa08-6bd7348ca5fb,On Energy,onenergy.mx,Retail/Consumo,,review,No strong subsegment signal
b99ea94f-3d78-4044-b109-46c4cc464866,Webmex Technology,webmextechnology.com,Manufactura/Industrial,it services and it consulting,review,No strong subsegment signal
517e0a54-c78f-407b-8313-bb98011eed71,Recurso ÓpTImo,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
c88176b2-7632-422f-a5c0-238e7f077279,Recursos Humanos LAFHER,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
fa10d013-c22e-40a7-9ebd-2cdc5331eaea,PROYECTO TREN MAYA,,Construcción/Inmobiliario,Construction,review,No strong subsegment signal
b7906b26-5468-4be0-b8cf-64f84efa781e,Heg,hegenergy.com,Energía,,review,No strong subsegment signal
e6ade032-b456-480c-9035-4c2cada66d19,Recursos Humanos AI -Asesoría Integral en Capacitación,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
64bb8d24-712e-4e01-b420-0ce586c88b17,RED DE TALENTO CH,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f707478b-2694-45b7-8495-f993ff75856b,GG SYNERGY,ggsynergy.com.mx,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
91e758fe-bddd-49bf-b089-e113df4a6b21,Resource Talent Mexico,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
8e10500a-35f2-40b5-afa6-4487a9d1bbbe,SelectaHR,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
2153e5cd-27d2-4c0c-9ae3-01dd47eb494a,Retail Control Systems México,,Retail/Consumo,Retail,review,No strong subsegment signal
f654ef44-83ba-4950-9cd7-ed99d796cd0a,Inmermek,inmermek.com.mx,Automotriz,"appliances, electrical, and electronics manufacturing",maritime_shipping,Maritime / shipping
7d030145-f66b-4cce-9ac8-ece8e4ed6427,Regiobandas Industriales S.A. de C.V.,regiobandas.com,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
d1279cb1-daec-4a16-abbe-87fa8e83c415,Fin Factor,finfactor.com.mx,Sin clasificar,Staffing and Recruiting,review,No strong subsegment signal
596aaf31-d1c6-47fe-be8a-4e230eeeba12,Retalent Mx,,Servicios profesionales,Professional Services,review,No strong subsegment signal
b9d59dd4-35f2-4bd1-b3ac-16b9eb61f7eb,Soportes Star,soportesstar.com,Automotriz,motor vehicle manufacturing,maritime_shipping,Maritime / shipping
880469ee-780b-48b4-884d-b4cf7f033482,Cargotecnia,cargotecnia.com,Manufactura/Industrial,machinery manufacturing,transport_terrestre,Ground transport / trucking / delivery
b99a3bc8-816d-48fd-8237-ed27cda7ec05,AVP Support & Solutions,avpsolutions.mx,RRHH/Talento,Staffing and Recruiting,maritime_shipping,Maritime / shipping
6ff41785-9c1f-4e28-9fc3-c437b6984231,FL Associates,flassociates.com,Sin clasificar,IT Services and IT Consulting,review,No strong subsegment signal
b91c769a-1486-4d0b-a3d2-1b16cf59cfce,aditivos mexicanos,aditivosmexicanos.com,Química,chemical manufacturing,review,No strong subsegment signal
06e55596-8ebb-47c2-8fac-1538a1983ae8,REVA - Reclutando Valor,,RRHH/Talento,Human Resources,review,No strong subsegment signal
8f4ca1a9-9406-4f1e-9e59-d35d3aa61f3c,RG HUMAN RESOURCES SERVICES,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
5817664c-9676-4528-8e57-b42fee5cbcc9,Pro-Agroindustria S.A. DE C.V.,proagroindustria.com,Química,chemical manufacturing,review,No strong subsegment signal
3f7a55b3-2514-4fb6-9b1b-6f36982bdadb,Gestión del Agua y Medio Ambiente,gamasc.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
f7468660-d694-45da-a055-248dfef27c12,Reliable de México,reliable.com.mx,Salud y Farma,medical equipment manufacturing,review,No strong subsegment signal
46f62ee7-d5f5-43c8-bd60-a1abb3524749,Milda Solutions & Consulting,mildasolutions.com,Finanzas/Seguros,business consulting and services,review,No strong subsegment signal
c8b0c5af-e155-403f-8293-983821b286e4,Business development of successful start-ups in Latin America,foodforsenses.com,Retail/Consumo,Retail Office Equipment,review,No strong subsegment signal
62a3d3a2-b8a0-48fb-83e4-17b2504b1fda,Servicio de Comunicación en Linea S.A de C.V (SysOp),,Telecom/Medios,Advertising Services,review,No strong subsegment signal
8d46b3b7-a26e-468c-bc43-1a0bb54d9dc8,RG Conexión Humana,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
b05c3fb4-a9d5-49d5-8e60-f2843969dcf8,RH ESPECIALISTAS,,RRHH/Talento,Human Resources,review,No strong subsegment signal
efab6959-b9ea-4edc-adc6-b26d3778bb3e,RH | TALENT,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
d3b428c5-9d11-44ad-ab47-eed4dcb91791,AJJITEC,ajjitec.com,Salud y Farma,machinery manufacturing,review,No strong subsegment signal
f6d6e4e3-bb38-4c48-afca-a647af17ea79,Rendafin S.A. de C.V.,rendafin.com,Finanzas/Seguros,financial services,review,No strong subsegment signal
7d9ef3fa-8314-4d61-9ccc-e86311398ef4,SPREAD Uno,spread.uno,Sin clasificar,Business Content,review,No strong subsegment signal
edd34d0f-b102-44dc-a82f-186716c3922e,FRATERNI VIDA PLAN,fraternividaplan.com,Sin clasificar,Financial Services,review,No strong subsegment signal
3d7c9f17-1ebf-4872-a905-50ffeff1da17,TF•HR,,Retail/Consumo,Retail,review,No strong subsegment signal
ddabaf31-2d06-431b-a4be-ca884c778a9a,RH para ti,,RRHH/Talento,Human Resources,review,No strong subsegment signal
7ae61b31-ec80-44b2-8417-b61a1617dbb9,RHS Latam,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
9bfbd4fb-86ca-484b-859d-b83d60383b38,RHS Solutions,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f1c03f42-d0c4-4838-bf68-3cca1803f376,RHS Telecom,,Telecom/Medios,Telecommunications,review,No strong subsegment signal
f80056a3-df09-4254-ae09-1b9623c2c47f,L11 LOGISTICS,l11.mx,Logística y Transporte,"transportation, logistics, supply chain and storage",3pl_warehousing,3PL/warehouse with transport signal
7d3d4d71-62fd-496c-b203-5c5713ab3687,Sacscloud.com,sacscloud.com,Retail/Consumo,it services and it consulting,review,No strong subsegment signal
70ed42b8-aac0-4e1c-8e7a-0e97d5bf07c5,Full IT México,fullit.com.mx,Otros,IT Services and IT Consulting,review,No strong subsegment signal
5a25a479-e9ba-4f34-839f-401956519046,RH&R Universal | Staffing Services,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
c5d78f5b-65f9-4733-9d4b-7784a3c72bcf,Right People México,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
2cdd9df1-305b-42b4-bac3-dea3aa32dc6d,AKG TERMOTECNOLOGIA MEXICO,akg-america.com,Manufactura/Industrial,industrial machinery manufacturing,review,No strong subsegment signal
42930865-2ae1-4cf1-ac3d-6f2b4085cee3,Reclutamiento Indirecto Tijuana,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
8886c34e-6fd3-4c8b-a0a0-4010f4d00066,SolucionEs+Capacitación,solucionesmascapacitacion.com,Sin clasificar,Professional Training and Coaching,review,No strong subsegment signal
874d0761-d50e-493c-8c01-965ac0d33d87,AKBAR Engineering,akbar.com.mx,Sin clasificar,industrial machinery manufacturing,review,No strong subsegment signal
91525b03-0b47-459b-9a09-8ee664749837,R & R Consultoría,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
7e8911b9-aaa6-4f77-b79e-5422678c9e5c,ROHGO & Co.,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
f7e8f558-35b4-4b29-96e2-93ebaea41adc,Quantum Imports,quantum-imports.com,Software/TI,computers and electronics manufacturing,maritime_shipping,Maritime / shipping
83582ee8-9df4-477c-9724-828dcdea206d,Recursos Humanos Plasticos Especiales Garen,garen.com.mx,Manufactura/Industrial,Plastics Manufacturing,review,No strong subsegment signal
d36cc989-ef56-4a1e-947b-2bfb7119ed95,Gasca y Moreno Servicios,gascamoreno.com,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
86aa5402-2711-4ece-af7c-036d57e4f391,RRHH Capital,,RRHH/Talento,Human Resources,review,No strong subsegment signal
80dac3e1-2786-429b-9659-f9d385ca5e1f,SERVICIOS ADMINISTRATIVOS ACAO,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
b747428f-800f-4d89-9f16-0652857852a2,GDL TALENT,gdltalent.com,Software/TI,Staffing and Recruiting,review,No strong subsegment signal
f0be1ea8-2523-48f4-b0d8-f4d830b601b7,Kubo Talent,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f842189d-1710-40ed-8fff-73574ec4baed,"Mexalc, S.A. de C.V.",mexalc.com,Salud y Farma,pharmaceutical manufacturing,review,No strong subsegment signal
7a5dab45-5a68-4641-81db-fbeaa385d14e,Golden Data Latinoamerica,gdlresearch.com,Sin clasificar,Market Research,review,No strong subsegment signal
3e225da9-4b24-4790-8dc4-22be856159e6,TOP Worker,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
a91f3460-cf5c-4be4-9767-251d9739ade1,RYC Reclutamiento,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
3af9b650-b74e-442d-ab39-5780665910cf,S. Capital Humano,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
b926f9c1-de28-4e34-ad7c-fb7bfbccfbdb,CasasyTerrenos.com,casasyterrenos.com,Construcción/Inmobiliario,real estate,maritime_shipping,Maritime / shipping
f65381b2-4090-4c9a-9004-31592160ab2f,G & PIKOZ SA DE CV,gpikoz.com,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
8a1bcd3a-e9b0-40af-b1e7-7392e0c5b2b2,GenerisDev,generisdev.com,Sin clasificar,Information Technology and Services,review,No strong subsegment signal
f795ca64-9428-4a37-9ed0-60dd56723f4b,SETE,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
305956c2-b24d-4428-bc01-0ec52d2dd5e6,SERVICIOS EMPRESARIALES BADILLO,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
3a03cf57-e7b7-4724-9ef2-75cec85da83d,SAJIDE,,RRHH/Talento,Human Resources,review,No strong subsegment signal
fb68637c-a062-46b8-8d7a-50ad6672ec65,Two Work,,RRHH/Talento,Human Resources,review,No strong subsegment signal
d8406040-736e-46f7-80d7-89fb1b79d984,Servicios Profesionales Jaylin,,RRHH/Talento,Human Resources,review,No strong subsegment signal
7c14907c-657e-492d-8798-1f4375c4beb8,Clean Power,cleanpower.com.mx,Química,chemical manufacturing,review,No strong subsegment signal
7dc4a66e-6c03-4c31-a1af-a34315e90fa0,Dhitsa,dhitsa.com,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
d16e653d-541f-4ad2-8d06-7c8d05af25d2,MICHE MIX,michemix.com,Alimentos y Bebidas,food and beverage services,review,No strong subsegment signal
56306b7f-6b5d-41b1-8501-968447bd9839,Water Sun & Energy Consulting S.A. de C.V.,,Finanzas/Seguros,Financial Services,review,No strong subsegment signal
ff93b1b8-34b1-47fe-bb77-b4484659acb1,SANANA COMPARTIENDO SERVICIOS,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
7d185c18-b8e9-4920-b79b-471b2d70ad93,Jobbox SA de CV,jobbox.com.mx,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
d3235c9b-02a8-4eca-afe7-80c89b2081c0,Savile Row Partners,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
b98e952a-3eda-4968-9b3b-c72674200305,Regal Springs México,regalsprings.com.mx,Agroindustria,food and beverage manufacturing,review,No strong subsegment signal
6d06b5c3-3ad9-4e98-a3e0-90c864444fc2,ScaleSource Mx,,RRHH/Talento,Outsourcing and Offshoring Consulting,review,No strong subsegment signal
4160d87f-5062-4aed-9771-e45c127b5a5e,PENTANOVA Systems S.A. de C.V.,pentanova.com,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
cb8a00c5-db57-4a10-8d31-fd5c4ee49495,SCI Capital Humano,,RRHH/Talento,Outsourcing and Offshoring Consulting,review,No strong subsegment signal
6fa6e7ec-1247-483d-ab90-3f7f6c5af229,SEA RH,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
5a5fe4a9-02d6-4bc5-a430-0d152ff05f70,Selecta Partners,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e30785c4-60d5-4e23-a965-4c316ed4af66,Akhúa,akhua.mx,Alimentos y Bebidas,,review,No strong subsegment signal
ba61bfbd-60c0-411d-aced-b7dcdf2b23ec,Lucas5,lucas5.com,RRHH/Talento,,review,No strong subsegment signal
9c918786-32b3-4e14-b761-78fce31efe72,Transformadora Akhúa,akhua.com.mx,Salud y Farma,pharmaceutical manufacturing,review,No strong subsegment signal
2fa14c6d-f894-4573-b8b3-35fdfc5c100c,Grupo Hegemonia,ghmexico.com.mx,RRHH/Talento,Oil and Gas,review,No strong subsegment signal
123dbd57-e169-40a6-bf95-62bddd623005,SELECTYA MEXICO,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
e9f94a8e-5d52-42cf-aa16-b9a80427b04c,Selexion,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
b59bff0f-9b0a-4ae2-9628-4a7eef484bbe,Misumi Mexico,misumi-ec.com,Manufactura/Industrial,machinery manufacturing,review,No strong subsegment signal
3feab9ee-2706-4fdc-b4e4-6f2d32a8fa13,Key Recruitment & Consulting,krc.com.mx,Servicios profesionales,Human Resources Services,review,No strong subsegment signal
16c75538-ada7-43a8-9894-fcc984e50939,Global Hiring Mx,globalh.mx,Sin clasificar,Human Resources Services,review,No strong subsegment signal
b70d5c5e-b068-4c66-bc1b-b4f8139ce6b1,SEPROCONT FYA SAS DE CV,,Finanzas/Seguros,Accounting,review,No strong subsegment signal
d09473d3-d76e-457a-b9b0-f29fa3944539,SERCCA,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
f5533de4-1982-4e4b-94fa-1dd7d5f02bbd,GM Consultants MX,gmconsultants.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
55302e1b-d877-419e-8398-8e0a90ec1938,SER - Servicios Especializados en Recursos Humanos,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
5783d007-e375-41ab-a471-a96d2cf529f3,GNT Working People,gnt.com.mx,Finanzas/Seguros,Strategic Management Services,review,No strong subsegment signal
70fcdeb9-2788-4de6-8e6d-a8b8daa924ba,SERH PROFESIONAL,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f4a2b4e5-c3f9-4c14-9c27-a975406b85a8,SERS Soluciones empresariales,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
ed943476-db85-481a-bdd9-7eeaa1ebd243,Strategos Inc. & RH,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
5500e1a6-3035-4f16-b74e-71169f64d045,Wolfgang SFI,,Software/TI,IT Services and IT Consulting,review,No strong subsegment signal
c3b8b29c-2342-4e8b-83bc-b138df3a4aab,Sforza WorkPlace,,Telecom/Medios,Advertising Services,review,No strong subsegment signal
4134dea6-f42a-4c54-a5ab-6cc5db3aa135,Desentis Consulting,desentisconsulting.com,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
0cc55759-473b-4d2c-9e77-3dda1a717347,SharkEx Nearshore,,RRHH/Talento,Staffing and Recruiting,review,No strong subsegment signal
075242f4-15e9-499a-b943-6011fbaae941,Satisfactory Job Training,,RRHH/Talento,Executive Search Services,review,No strong subsegment signal
7ab67871-d29f-4625-8ad5-9d6412973c51,Smart Business Solutions Mx,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
39ed6389-341c-4d89-b6b2-9418052f7e91,SNG TALENT,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f2670b5a-13bb-4bdf-beff-e16c52329c27,Goodall Asistentes virtuales,goodall.com.mx,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
7ddc421c-0f6a-4690-9aa3-5c8e61d114d0,EKS Solutions,eks-solutions.com,Software/TI,IT Services and IT Consulting,review,No strong subsegment signal
002d1ae0-4bad-40f1-a1b5-71b350bcfb79,Soft HR Factory,,RRHH/Talento,Human Resources Services,review,No strong subsegment signal
f3cb4f25-2541-49a8-943d-f159b412c77e,Xanalab S.A. de C.V.,biomiral.com,Salud y Farma,pharmaceutical manufacturing,review,No strong subsegment signal
ac68e4e4-cb17-478f-aa72-239b04299646,SOLAD - SOLUCIONES EN ADMINISTRACION,,Servicios profesionales,Business Consulting and Services,review,No strong subsegment signal
7e0eb6de-8f83-40fe-a6a3-265776d31c83,VUHL,vuhl05.com,Automotriz,motor vehicle manufacturing,review,No strong subsegment signal
fd7ef464-a312-4c3d-bcb2-14e293dff11b,Grafo-Tec,grafo-tec.com,Servicios profesionales,Research Services,review,No strong subsegment signal
